order_id,delivery_time,first_name,last_name,order_details
2015-000708,16:24:12,Kaylani,Mcguire,large four_cheese
2015-000709,16:36:42,Joanna,Cross,small bbq_ckn
2015-000710,16:29:43,Regina,Barrett,x-large the_greek;small the_greek;large hawaiian;large southw_ckn
2015-000711,17:11:27,Myla,Carson,large mexicana;medium ckn_alfredo;medium pep_msh_pep;large sicilian
2015-000712,17:10:27,Kyrie,Ford,large ital_veggie
2015-000713,17:06:47,Russell,Craig,small mediterraneo;large five_cheese
2015-000714,17:34:06,Sage,Long,medium classic_dlx;large hawaiian;small hawaiian;large ital_cpcllo
2015-000715,17:40:55,Orion,Cummings,medium spinach_fet;medium pepperoni;medium peppr_salami
2015-000716,17:35:38,Abraham,Callahan,small big_meat
2015-000717,17:44:06,Frances,Donovan,large southw_ckn;medium bbq_ckn
2015-000718,18:24:19,Nathan,Manning,large southw_ckn;medium cali_ckn
2015-000719,18:30:12,Cassidy,Skinner,small mexicana;large bbq_ckn
2015-000720,18:43:29,Cali,Ellison,medium sicilian;medium pep_msh_pep;large napolitana;medium green_garden
2015-000721,18:41:16,Maya,Barrera,large spicy_ital;small classic_dlx
2015-000722,18:54:19,Archie,Gallegos,large napolitana;small spin_pesto
2015-000723,19:05:13,Catalina,Cooper,small pepperoni;large bbq_ckn
2015-000724,19:05:11,Miles,Little,medium green_garden;large southw_ckn;small big_meat;large southw_ckn
2015-000725,19:12:05,Amelia,Salazar,small big_meat;x-large the_greek;small mexicana;large thai_ckn
2015-000726,19:08:04,Emely,Hoover,small sicilian
2015-000727,19:24:21,Ariel,Warren,small sicilian
2015-000728,19:29:38,Kayson,Wade,small thai_ckn;medium southw_ckn;medium the_greek
2015-000729,19:59:29,Callie,Stevenson,small sicilian;medium classic_dlx;large hawaiian
2015-000730,19:55:57,Kamila,Huffman,medium ital_supr
2015-000731,20:14:06,Russell,Miller,small veggie_veg;medium sicilian
2015-000732,20:15:42,Legend,Bradshaw,large spinach_fet
2015-000733,20:44:57,Emanuel,Douglas,small pepperoni;small cali_ckn;large ital_cpcllo;large thai_ckn
2015-000734,20:35:55,Cash,Melendez,small pepperoni
2015-000735,21:11:26,Mira,Kline,small pep_msh_pep;medium pep_msh_pep;small ckn_pesto
2015-000736,22:10:47,Brooks,Bush,large five_cheese;small veggie_veg
2015-000737,12:19:11,Eduardo,Jennings,medium bbq_ckn;medium thai_ckn
2015-000738,12:52:41,Morgan,Underwood,medium southw_ckn
2015-000739,12:58:18,Juan,Wilkerson,small big_meat
2015-000740,13:10:31,Stetson,Ochoa,medium spinach_fet;large ital_cpcllo;medium ital_supr;medium prsc_argla;medium cali_ckn;large ckn_pesto;large napolitana;x-large the_greek;large sicilian;large five_cheese;large four_cheese;large five_cheese;small spinach_fet;large ital_cpcllo;large spinach_fet
2015-000741,13:31:54,Giselle,Bowman,medium napolitana
2015-000742,13:29:08,Lena,Cruz,large bbq_ckn
2015-000743,14:02:57,Liliana,Zimmerman,large napolitana
2015-000744,14:06:18,Sloane,Marquez,medium peppr_salami
2015-000745,14:04:53,Amanda,Chung,medium four_cheese;medium the_greek;large bbq_ckn;large napolitana;medium mediterraneo;medium cali_ckn;medium classic_dlx
2015-000746,14:19:31,Phoebe,Holland,large spicy_ital;medium veggie_veg
2015-000747,15:05:24,Caden,Sellers,small sicilian;large spicy_ital;large mexicana
2015-000748,15:05:53,Hector,Everett,large five_cheese
2015-000749,15:08:09,Patrick,Mccall,medium pepperoni
2015-000750,15:32:11,Camden,Newton,medium pep_msh_pep
2015-000751,15:44:53,Sylas,Tyler,medium veggie_veg;small napolitana;large calabrese;small hawaiian
2015-000752,15:58:08,Ximena,Kim,small hawaiian;small soppressata
2015-000753,16:08:38,Jackson,Rodriguez,small green_garden;large prsc_argla;small hawaiian;medium ital_supr
2015-000754,16:26:35,Anna,Ortega,medium pep_msh_pep;large southw_ckn
2015-000755,16:23:32,Lexi,Cabrera,medium bbq_ckn;medium four_cheese
2015-000756,16:35:56,Aaron,Robbins,small veggie_veg;small ckn_pesto;medium spin_pesto
2015-000757,16:40:55,Saint,Avery,large napolitana;medium veggie_veg;large spicy_ital;medium pepperoni
2015-000758,16:42:30,Lorelei,Sanders,medium four_cheese;small prsc_argla
2015-000759,16:52:04,Amiyah,Ochoa,large calabrese
2015-000760,16:57:57,Kylie,Juarez,small cali_ckn
2015-000761,17:12:24,Kairo,Paul,medium soppressata;small sicilian
2015-000762,17:13:34,Raymond,Simon,large soppressata;large thai_ckn;large ital_cpcllo;x-large the_greek
2015-000763,17:11:35,Jorge,Buck,medium classic_dlx
2015-000764,17:29:00,Martin,Singh,x-large the_greek;medium ital_supr
2015-000765,17:48:54,Vincent,Barr,small cali_ckn;large ital_cpcllo;small peppr_salami;small sicilian
2015-000766,18:09:42,Amanda,Garner,small ital_veggie;large southw_ckn;medium mexicana
2015-000767,17:59:00,Travis,Wolfe,large classic_dlx
2015-000768,17:59:16,Andrea,Hudson,small brie_carre
2015-000769,18:23:53,Abigail,Garrett,medium four_cheese
2015-000770,18:29:25,Wade,Reese,small sicilian;large peppr_salami
2015-000771,18:56:28,Wyatt,Robinson,small sicilian;medium cali_ckn
2015-000772,18:38:44,Kendall,Glass,medium ital_veggie
2015-000773,18:54:58,Carmen,Calderon,medium classic_dlx;large pep_msh_pep
2015-000774,19:16:39,Cade,Morris,large ckn_pesto;small spinach_fet
2015-000775,19:22:35,Cora,Townsend,small pep_msh_pep;large five_cheese;medium prsc_argla;large bbq_ckn
2015-000776,19:27:24,Alijah,Ahmed,small spinach_fet;large thai_ckn;large thai_ckn
2015-000777,19:39:12,Amari,Swanson,medium the_greek;large bbq_ckn
2015-000778,19:54:11,Vincent,Steele,medium southw_ckn;medium prsc_argla;medium ital_supr;medium four_cheese
2015-000779,19:56:40,Mario,Conrad,medium ital_supr;medium classic_dlx;medium ital_cpcllo;large ital_supr
2015-000780,20:50:14,Antonella,Oneill,large ital_cpcllo;small big_meat
2015-000781,21:20:34,Sylvia,Hall,large ital_cpcllo;large southw_ckn;medium southw_ckn;large veggie_veg
2015-000782,21:11:13,Victoria,Andrade,large thai_ckn;large calabrese
2015-000783,21:44:06,Leonidas,Patel,medium veggie_veg;large thai_ckn;medium spinach_fet
2015-000784,22:21:09,Myles,Ray,medium napolitana
2015-000785,12:05:57,Mathias,Barnes,large hawaiian;large southw_ckn
2015-000786,12:12:04,Diego,Rich,large five_cheese
2015-000787,12:27:57,Remy,Wolf,medium cali_ckn;large spicy_ital
2015-000788,12:03:58,Madelyn,Knight,small sicilian
2015-000789,12:25:44,Colton,Griffith,large spinach_fet
2015-000790,12:44:25,Kaleb,Carroll,large spinach_supr;large five_cheese
2015-000791,13:06:08,Adam,Anderson,medium thai_ckn;small pepperoni
2015-000792,13:13:58,Lexi,Macdonald,small prsc_argla;medium veggie_veg;medium ckn_alfredo;large spin_pesto;large four_cheese;large spin_pesto;large mexicana;medium ital_veggie
2015-000793,13:09:24,Brooklynn,Gibbs,large prsc_argla
2015-000794,13:19:52,Orion,Booth,medium napolitana
2015-000795,13:20:25,Everly,Nielsen,large five_cheese
2015-000796,13:21:55,Alexander,Stephenson,medium mexicana
2015-000797,13:36:07,Emilia,Beil,medium peppr_salami;medium veggie_veg;medium prsc_argla
2015-000798,13:24:42,Michelle,Castillo,medium spinach_fet;small soppressata;small green_garden;large five_cheese
2015-000799,13:20:44,Cairo,Pittman,small pep_msh_pep;medium thai_ckn;medium ital_supr
2015-000800,13:23:37,Royce,Franklin,large calabrese;small southw_ckn;large spicy_ital;small ital_veggie;small napolitana;small hawaiian;small southw_ckn;large calabrese
2015-000801,13:41:42,Noa,Meyers,small sicilian;large spin_pesto;large southw_ckn;medium ital_supr;medium bbq_ckn;small southw_ckn;large napolitana;large thai_ckn;small classic_dlx;large sicilian;large classic_dlx;small sicilian;large spinach_supr
2015-000802,13:52:04,Kendrick,Harris,small hawaiian;small ckn_alfredo
2015-000803,14:15:30,Troy,Villa,medium ital_supr
2015-000804,14:32:41,Tate,Stone,small prsc_argla
2015-000805,14:45:10,Addison,Reilly,small big_meat;medium four_cheese
2015-000806,14:55:48,Ari,Cain,large bbq_ckn
2015-000807,14:45:45,Andrea,Beil,small big_meat
2015-000808,14:51:59,Nadia,Carr,large peppr_salami;large peppr_salami
2015-000809,15:08:14,Daniella,Knox,small hawaiian
2015-000810,15:24:01,Major,Moran,medium ital_veggie
2015-000811,15:32:26,Raymond,Marshall,medium veggie_veg
2015-000812,16:20:36,Aaron,Callahan,small calabrese;medium pep_msh_pep
2015-000813,16:43:03,Damien,Webster,small cali_ckn;large southw_ckn
2015-000814,16:53:59,Collins,Mann,small classic_dlx;large veggie_veg
2015-000815,17:32:30,Tristan,Bradford,large napolitana
2015-000816,17:40:47,Dante,Espinoza,large veggie_veg;large southw_ckn
2015-000817,17:48:41,Ryleigh,Valentine,large southw_ckn;large thai_ckn;medium pepperoni;small classic_dlx
2015-000818,17:53:27,Veronica,Harvey,small sicilian;large sicilian;small pep_msh_pep
2015-000819,17:55:40,Sylvie,Rose,medium bbq_ckn;small sicilian
2015-000820,17:55:39,Madison,Frazier,large spinach_supr;large southw_ckn
2015-000821,18:07:29,Mathias,Marks,large five_cheese
2015-000822,18:23:17,Martin,Serrano,x-large the_greek
2015-000823,18:13:23,Zariah,Vance,large the_greek;medium bbq_ckn;medium cali_ckn
2015-000824,18:36:21,Aziel,Scott,large cali_ckn;small ital_supr;large sicilian;large classic_dlx
2015-000825,18:53:57,Mariana,Montoya,small sicilian;large five_cheese
2015-000826,18:52:20,Kian,Welch,large ckn_pesto;large ital_supr;large pepperoni
2015-000827,18:46:49,Prince,Rice,medium ckn_alfredo;large napolitana
2015-000828,18:58:08,Zayn,Sloan,large peppr_salami;large ckn_pesto
2015-000829,18:58:09,Landon,Santos,small spinach_supr;small spicy_ital;medium peppr_salami;medium napolitana
2015-000830,19:16:09,Ophelia,Petersen,medium pepperoni;medium hawaiian;medium ital_supr
2015-000831,19:14:42,Payton,Davila,medium classic_dlx;medium ckn_pesto;large calabrese;large ckn_pesto
2015-000832,19:26:11,Emilia,Rodgers,large hawaiian
2015-000833,19:41:31,Iker,Flowers,small big_meat;small napolitana
2015-000834,20:07:40,Teagan,Terry,large ckn_pesto;large spinach_fet;small prsc_argla;small pepperoni
2015-000835,20:39:01,Adalynn,Tyler,small bbq_ckn;large bbq_ckn;medium pepperoni;large southw_ckn
2015-000836,20:53:39,Kalani,Gordon,large five_cheese;small hawaiian;x-large the_greek;large four_cheese
2015-000837,21:06:12,Forrest,Valenzuela,medium ital_supr
2015-000838,21:13:20,Asher,Hebert,medium ckn_alfredo;medium veggie_veg;medium ital_supr
2015-000839,21:14:38,Alice,Martinez,large mexicana;large mexicana
2015-000840,21:23:39,Rylie,Ortega,large ital_supr
2015-000841,21:24:16,Gia,Pittman,large peppr_salami
2015-000842,21:48:33,Hendrix,Berger,small spin_pesto;small spinach_supr;medium spinach_fet
2015-000843,22:07:22,Jacob,Griffith,medium spinach_supr
2015-000844,22:17:48,Diego,Crawford,medium veggie_veg
2015-000845,22:19:03,Evelyn,Stevens,large classic_dlx;large southw_ckn;medium ital_supr;large five_cheese
2015-000846,22:44:43,Avery,Chavez,large cali_ckn;large five_cheese
2015-000847,12:15:18,Brielle,Sutton,medium pepperoni
2015-000848,12:25:17,Heaven,Burke,small big_meat
2015-000849,12:52:46,Jace,Gill,large spicy_ital;small sicilian;medium classic_dlx;small spicy_ital
2015-000850,12:40:46,Grace,Stephenson,large southw_ckn;medium thai_ckn;large four_cheese
2015-000851,12:57:22,Genevieve,Wagner,large bbq_ckn
2015-000852,13:15:03,Wilder,Humphrey,medium thai_ckn
2015-000853,13:04:00,Autumn,Prince,medium pepperoni
2015-000854,13:39:06,Luke,Glass,large soppressata;small pepperoni
2015-000855,13:28:42,Grace,Hansen,medium veggie_veg;medium spin_pesto;small southw_ckn;medium sicilian;large five_cheese
2015-000856,13:33:47,Chance,Salgado,large spicy_ital
2015-000857,13:41:01,Ari,Person,small napolitana
2015-000858,13:39:20,Mya,Mays,large thai_ckn;medium veggie_veg;small peppr_salami
2015-000859,13:35:58,Evie,Owen,small big_meat;medium calabrese;large the_greek;medium ckn_alfredo
2015-000860,13:48:45,Antonio,Mcguire,medium spicy_ital;small sicilian
2015-000861,13:43:03,Serena,Farrell,large prsc_argla
2015-000862,13:52:18,Heaven,Patrick,medium southw_ckn
2015-000863,13:46:57,Jesus,Shelton,medium thai_ckn
2015-000864,14:35:41,Ellie,Beck,large sicilian;large spinach_supr;medium veggie_veg;large ital_supr;small big_meat;medium mediterraneo;small hawaiian;large spinach_fet;medium the_greek
2015-000865,14:47:20,Evie,Bishop,small classic_dlx
2015-000866,15:00:42,Amaya,Osborne,medium peppr_salami
2015-000867,14:59:10,Adrian,Neal,large hawaiian;small hawaiian
2015-000868,15:05:00,Abel,Wu,medium soppressata
2015-000869,14:56:05,Helena,Morrison,medium spinach_supr;large thai_ckn
2015-000870,15:26:40,Daleyza,Mcmillan,medium four_cheese;large five_cheese
2015-000871,15:23:05,Isla,Ruiz,small ckn_alfredo
2015-000872,15:20:34,Phoebe,Stanley,medium prsc_argla
2015-000873,15:42:50,Skye,Baldwin,medium pepperoni
2015-000874,16:00:25,Hugo,Wu,large southw_ckn;small pep_msh_pep
2015-000875,15:50:43,Miriam,Benjamin,medium cali_ckn
2015-000876,16:10:04,Stephanie,Reilly,small hawaiian;large spicy_ital;small southw_ckn
2015-000877,16:12:42,Lewis,Golden,large four_cheese
2015-000878,16:52:23,Emmanuel,Oneal,medium cali_ckn
2015-000879,16:57:51,Penelope,Hamilton,small southw_ckn;small spinach_supr;medium veggie_veg
2015-000880,16:53:39,Ella,Fischer,large pepperoni;small pepperoni
2015-000881,17:14:38,Callan,Gates,small ital_supr;medium cali_ckn
2015-000882,17:15:47,Giovanni,Garcia,small spinach_fet;medium prsc_argla;large thai_ckn
2015-000883,17:31:33,King,Solomon,small prsc_argla;small hawaiian;medium cali_ckn;small classic_dlx
2015-000884,17:41:51,Anaya,Burton,small hawaiian
2015-000885,17:48:28,Morgan,Reynolds,medium mexicana;small sicilian;x-large the_greek;medium spicy_ital
2015-000886,17:50:05,Santiago,Hunt,small sicilian;large mediterraneo;large spicy_ital
2015-000887,17:39:09,Kylie,Figueroa,medium spicy_ital;large pepperoni
2015-000888,17:58:12,Amari,Weeks,medium sicilian;small soppressata
2015-000889,18:13:06,Layla,Simpson,large bbq_ckn
2015-000890,18:14:44,Jane,Gibbs,medium four_cheese
2015-000891,18:15:35,Alexis,Mills,large spin_pesto
2015-000892,18:49:56,Lillian,Ramsey,large four_cheese;large mediterraneo
2015-000893,18:58:28,Uriel,Knapp,large four_cheese
2015-000894,19:00:04,Ellis,Page,small napolitana
2015-000895,18:53:30,Crew,Nelson,large bbq_ckn;small pepperoni;large hawaiian
2015-000896,19:11:23,Olive,Hail,large five_cheese;large cali_ckn
2015-000897,19:31:53,Karson,Cross,large ital_cpcllo;small mexicana;large spinach_fet
2015-000898,19:34:20,Kameron,Murray,small classic_dlx
2015-000899,19:54:38,Aspen,Hahn,large spicy_ital;x-large the_greek
2015-000900,19:53:09,Alexis,Gentry,large pepperoni;small pepperoni
2015-000901,19:34:03,Leilani,Bender,small big_meat
2015-000902,19:56:00,Margaret,Charles,large peppr_salami
2015-000903,19:54:57,Frederick,Cox,large peppr_salami;large soppressata;large classic_dlx
2015-000904,20:49:08,Sara,Bentley,small pep_msh_pep;medium bbq_ckn
2015-000905,20:47:00,Zara,Hahn,medium ital_veggie;medium bbq_ckn;medium veggie_veg
2015-000906,21:36:17,Ariah,Day,large southw_ckn;small soppressata
2015-000907,21:35:48,Ricardo,Ward,small sicilian
2015-000908,22:20:41,Hudson,Bernal,medium pepperoni;large thai_ckn
2015-000909,11:56:49,Archer,Richard,large bbq_ckn;small spicy_ital;medium ital_veggie
2015-000910,12:01:08,Skye,Alvarado,small ital_cpcllo;large veggie_veg;small prsc_argla
2015-000911,12:15:24,Zachary,Fowler,small spinach_fet;small bbq_ckn
2015-000912,12:10:02,Aziel,Gill,medium pep_msh_pep
2015-000913,12:38:06,Stephanie,Zhang,small spinach_supr
2015-000914,12:49:36,Madison,Bryant,medium veggie_veg
2015-000915,12:53:09,Erick,Pope,small green_garden;large pepperoni;medium bbq_ckn;medium pepperoni;large five_cheese;small prsc_argla;medium napolitana;large spicy_ital
2015-000916,13:05:52,Maryam,Frederick,x-large the_greek;large pepperoni;medium ital_supr;large mexicana
2015-000917,13:25:22,Bailey,Logan,large southw_ckn
2015-000918,13:31:45,Lillian,Livingston,small spinach_fet
2015-000919,13:46:48,Lola,Sweeney,large napolitana
2015-000920,13:55:40,Helena,Peterson,medium bbq_ckn;medium classic_dlx
2015-000921,13:52:46,Josue,Gregory,large southw_ckn;large spin_pesto
2015-000922,13:54:50,Sylas,Walter,large southw_ckn;medium pepperoni;medium calabrese
2015-000923,14:04:09,Alivia,Choi,medium mexicana;small spinach_fet
2015-000924,14:07:30,Jade,Hood,large southw_ckn;large pepperoni
2015-000925,14:16:03,Kendrick,Zavala,large veggie_veg
2015-000926,14:33:36,Collins,Morris,large veggie_veg;medium classic_dlx;large pepperoni;small sicilian
2015-000927,14:38:36,Mya,Rodgers,medium mexicana;medium spinach_fet;medium cali_ckn;medium napolitana;small ital_cpcllo;small hawaiian;medium classic_dlx;medium ckn_alfredo;medium four_cheese
2015-000928,14:57:28,Amanda,Atkins,large thai_ckn;large cali_ckn
2015-000929,14:53:27,Prince,Donovan,large five_cheese
2015-000930,15:32:48,Winston,Gonzalez,large napolitana;small pep_msh_pep;small ital_cpcllo
2015-000931,16:04:03,Lainey,Wilcox,small peppr_salami;large five_cheese;large bbq_ckn
2015-000932,16:18:01,Mylah,Sutton,medium calabrese;small thai_ckn
2015-000933,16:23:23,Jonah,Marks,large five_cheese
2015-000934,16:26:10,Yaretzi,Rodriguez,large thai_ckn
2015-000935,16:58:23,Marco,Hernandez,medium spinach_fet;large spicy_ital;small big_meat;medium the_greek
2015-000936,17:00:34,Barrett,Welch,small sicilian
2015-000937,16:49:57,Maximus,Rangel,small spicy_ital
2015-000938,17:35:28,Mariah,Woodard,medium ital_supr;large peppr_salami;large spinach_fet
2015-000939,17:47:52,Legend,English,large peppr_salami;small spin_pesto
2015-000940,17:33:24,Lane,Mcmillan,medium peppr_salami;medium pep_msh_pep;large napolitana
2015-000941,18:02:12,Tripp,Mathews,large ital_cpcllo;medium green_garden
2015-000942,17:44:31,Emmanuel,Chan,large southw_ckn;medium bbq_ckn
2015-000943,18:00:42,Mariah,French,small sicilian
2015-000944,18:24:33,Antonella,Fox,medium classic_dlx
2015-000945,18:33:59,Ares,Arellano,large four_cheese;large bbq_ckn;large five_cheese;small hawaiian
2015-000946,18:36:21,Oscar,Ortega,small pepperoni;small cali_ckn;small spinach_supr;large spin_pesto
2015-000947,18:53:30,Ace,Velazquez,x-large the_greek;medium cali_ckn;large pepperoni
2015-000948,19:12:24,Hannah,Pennington,large spicy_ital;large pepperoni;small veggie_veg;small pep_msh_pep
2015-000949,19:11:00,Weston,Norris,large mexicana;medium veggie_veg
2015-000950,19:35:15,Ella,Wilkinson,medium cali_ckn
2015-000951,19:36:32,Holden,Tyler,medium ital_veggie
2015-000952,19:45:03,Aylin,Valencia,small big_meat;medium peppr_salami;small spinach_fet;large calabrese
2015-000953,19:44:11,Ariel,Armstrong,small bbq_ckn;small spinach_fet;medium ckn_alfredo
2015-000954,19:57:36,Ayden,Rosales,large thai_ckn;large thai_ckn
2015-000955,20:02:28,Kashton,Boone,large napolitana;large five_cheese;medium cali_ckn
2015-000956,20:06:53,Kameron,Galvan,small thai_ckn;medium prsc_argla
2015-000957,20:03:14,Landon,Avila,small ital_veggie;large spin_pesto;large green_garden;large four_cheese
2015-000958,20:10:04,Jaxson,Rosales,large pepperoni
2015-000959,20:14:24,Olivia,Gates,medium spin_pesto;small cali_ckn
2015-000960,20:12:22,Erick,Mayer,large spicy_ital;large spicy_ital
2015-000961,20:31:54,Nora,Murray,small bbq_ckn;large ital_cpcllo
2015-000962,20:19:32,Emersyn,Horn,small big_meat;large pep_msh_pep
2015-000963,20:49:58,Timothy,Colon,large ckn_pesto;medium sicilian;medium cali_ckn;medium cali_ckn
2015-000964,21:02:43,Cameron,Holt,small big_meat;medium four_cheese
2015-000965,21:25:39,Evelyn,Huffman,large spicy_ital;medium spinach_fet;medium thai_ckn;small green_garden
2015-000966,21:36:35,Camille,Paul,large spinach_fet;small sicilian
2015-000967,21:22:22,Allie,Hubbard,medium mediterraneo
2015-000968,22:03:57,Caden,Ventura,small ital_cpcllo;small hawaiian
2015-000969,22:12:47,Adelina,Ho,medium mexicana
2015-000970,22:15:39,Mary,Leonard,large spicy_ital;medium classic_dlx
2015-000971,22:19:44,Remington,Avery,large ital_supr;medium classic_dlx;large sicilian;medium ckn_alfredo
2015-000972,22:41:32,Cali,Mora,large pepperoni;small pepperoni
2015-000973,23:01:17,Naomi,Robinson,large mexicana
2015-000974,22:46:12,Nathan,Lozano,small classic_dlx
2015-000975,22:41:29,Nina,Clark,medium green_garden;large mediterraneo
2015-000976,12:44:38,Aaron,Velazquez,large pepperoni
2015-000977,12:36:53,Adam,Cardenas,medium pep_msh_pep;large thai_ckn
2015-000978,12:56:47,Willa,Stark,large hawaiian;large ital_supr;large mediterraneo;small spicy_ital;large peppr_salami;small bbq_ckn;small brie_carre;small hawaiian;medium ital_supr;medium thai_ckn;small big_meat;small brie_carre
2015-000979,13:26:44,Dylan,Parrish,medium spin_pesto
2015-000980,13:31:52,Kennedy,Roberts,large cali_ckn;medium thai_ckn;small spinach_supr;large sicilian;small napolitana;large thai_ckn
2015-000981,14:48:19,Camilla,Bradley,large bbq_ckn
2015-000982,14:57:19,Dante,Whitaker,large pepperoni;large four_cheese;large hawaiian;large southw_ckn
2015-000983,15:12:40,Estella,Graves,small big_meat
2015-000984,15:12:56,Izabella,Kelly,small ital_cpcllo
2015-000985,15:14:48,Lainey,Peck,medium ital_veggie;medium hawaiian;small soppressata
2015-000986,15:17:32,Brynlee,Bond,medium veggie_veg
2015-000987,15:20:44,Kylo,Holland,large calabrese;large bbq_ckn;small prsc_argla
2015-000988,15:24:01,Santino,Yu,large ital_veggie
2015-000989,15:53:18,Amiyah,Corona,small hawaiian
2015-000990,16:07:00,Avianna,Franklin,small pepperoni
2015-000991,16:23:14,Kayson,Ayala,small soppressata;small big_meat
2015-000992,16:21:14,Weston,Rios,medium ital_supr
2015-000993,17:06:04,Riley,Kane,medium bbq_ckn
2015-000994,17:07:27,Clara,Clayton,small hawaiian;small thai_ckn;large thai_ckn;medium cali_ckn
2015-000995,17:22:48,Harrison,Norris,large cali_ckn
2015-000996,17:47:36,Judah,Washington,medium ital_cpcllo;large napolitana;small spin_pesto;small ital_cpcllo
2015-000997,17:58:17,Julia,Garrison,medium mexicana
2015-000998,18:00:38,Riley,Christensen,large ital_cpcllo
2015-000999,18:04:43,Nadia,Hancock,medium southw_ckn
2015-001000,17:59:16,Savannah,Luna,small brie_carre;large mediterraneo
2015-001001,17:57:38,Santino,Kemp,large spicy_ital;small big_meat;small big_meat;large pepperoni
2015-001002,18:09:47,Camille,Davenport,medium ckn_pesto;medium bbq_ckn
2015-001003,17:58:29,Luciano,Curtis,large cali_ckn;small pepperoni;medium cali_ckn
2015-001004,18:26:32,Muhammad,Harrison,x-large the_greek
2015-001005,18:32:46,Amina,Vazquez,large bbq_ckn;small sicilian
2015-001006,18:52:51,Esmeralda,Vaughn,small veggie_veg;large thai_ckn
2015-001007,19:19:56,Julian,Fletcher,large veggie_veg
2015-001008,19:26:24,Felix,Winters,medium the_greek;medium classic_dlx
2015-001009,19:31:40,Itzel,Ingram,medium classic_dlx;medium green_garden
2015-001010,19:56:18,Frederick,Acosta,small big_meat;large ckn_alfredo;large ital_veggie
2015-001011,20:07:17,Amira,Bennett,small pep_msh_pep
2015-001012,20:14:29,Johnny,Duarte,medium green_garden;large prsc_argla
2015-001013,19:56:16,Milan,Hanna,medium soppressata;medium spinach_supr
2015-001014,20:13:13,Jorge,Graham,large southw_ckn;small pepperoni;large ckn_pesto;small prsc_argla
2015-001015,20:21:52,Adelyn,Drake,large thai_ckn
2015-001016,20:23:03,Piper,Payne,small sicilian;medium hawaiian;medium cali_ckn
2015-001017,20:48:24,Khalil,Keller,medium cali_ckn
2015-001018,21:00:26,Ariella,Cervantes,large bbq_ckn;small cali_ckn;small pep_msh_pep
2015-001019,21:26:57,Adam,Caldwell,small hawaiian;small soppressata;small spin_pesto;small hawaiian
2015-001020,21:34:03,Mary,Gross,large southw_ckn;small bbq_ckn;medium pepperoni;large bbq_ckn
2015-001021,21:49:44,Santiago,Bender,small mediterraneo;large cali_ckn;medium pepperoni;large bbq_ckn
2015-001022,21:48:09,Saylor,Yu,large thai_ckn
2015-001023,21:57:28,Elianna,Bridges,medium ital_cpcllo
2015-001024,21:54:11,Kayden,Schroeder,large bbq_ckn
2015-001025,22:24:08,Declan,Cox,large veggie_veg;large pepperoni;small pep_msh_pep
2015-001026,22:30:26,Nehemiah,Quinn,large cali_ckn;large classic_dlx
2015-001027,22:44:20,Miriam,Short,large four_cheese
2015-001028,22:45:46,Ford,Vargas,large sicilian;large napolitana
2015-001029,22:42:49,Gracelynn,Higgins,medium sicilian;large the_greek
2015-001030,22:43:24,Nehemiah,Vaughn,large peppr_salami;small pepperoni;large spicy_ital;small sicilian
2015-001031,12:24:22,Kian,Horton,large classic_dlx;large hawaiian
2015-001032,12:13:10,Zaiden,Keller,large bbq_ckn
2015-001033,12:23:56,Hudson,Roth,medium cali_ckn
2015-001034,12:40:33,Nayeli,Anderson,small spinach_fet;large mexicana;medium sicilian;large soppressata;large pepperoni;medium bbq_ckn;large napolitana;small napolitana
2015-001035,12:44:26,Sienna,Hess,medium cali_ckn;small mediterraneo;large green_garden;medium ital_supr
2015-001036,13:21:09,Isaiah,Doyle,large thai_ckn;large mexicana;medium classic_dlx;medium ital_supr
2015-001037,13:51:54,Annabelle,Dawson,small ckn_pesto;small big_meat;medium classic_dlx;medium ital_supr
2015-001038,13:52:14,Joaquin,Small,large hawaiian;large pepperoni
2015-001039,14:06:30,Juliette,Cantu,large classic_dlx
2015-001040,14:38:47,Gabrielle,James,large thai_ckn;large peppr_salami
2015-001041,14:39:09,Lucille,Bates,small sicilian
2015-001042,14:35:46,Kamila,Stout,small pep_msh_pep
2015-001043,14:41:40,Kalani,Ferguson,small spicy_ital;medium four_cheese;medium southw_ckn;medium prsc_argla;medium spinach_fet;large peppr_salami;small pepperoni;small sicilian;small sicilian
2015-001044,15:02:00,Laila,Schultz,x-large the_greek
2015-001045,15:13:53,Seth,Meadows,medium cali_ckn
2015-001046,15:28:37,Cecilia,Zhang,small classic_dlx
2015-001047,15:34:28,Lydia,Moran,small pepperoni;small bbq_ckn;large four_cheese;large four_cheese
2015-001048,15:31:19,Karter,Hoffman,large veggie_veg
2015-001049,15:23:43,Crew,Nava,large bbq_ckn
2015-001050,15:38:46,Malachi,Barker,small spinach_fet
2015-001051,15:45:14,Tatum,Myers,large cali_ckn
2015-001052,16:09:37,Noel,George,medium peppr_salami;large soppressata
2015-001053,16:21:42,Nolan,Garrison,medium cali_ckn;large pepperoni;medium spinach_supr
2015-001054,16:34:28,Ares,Callahan,medium bbq_ckn;small pepperoni
2015-001055,16:58:06,Xiomara,Tran,small big_meat
2015-001056,16:53:00,Seth,Diaz,medium prsc_argla;medium bbq_ckn;medium thai_ckn
2015-001057,16:54:39,Charlotte,Browning,large pepperoni;small hawaiian
2015-001058,17:05:09,Archie,Swanson,small cali_ckn
2015-001059,17:08:54,Rory,Gibson,large pepperoni;medium mexicana;medium bbq_ckn;large spinach_supr
